Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback,Age Group
H4H3,56.2,Tommy Hilfiger,Bottoms,Bad,1,439,Bohemian,"S, L, XL",M,Red,Negligible,49,Glamour,Negin Mirsalehi,Summer,Nighttime,Negative,Positive,Neutral,Middle-aged
U6R6,59.6,Calvin Klein,Tops,Very Good,4,337,Casual,"M, L, XL",M,Black,Medium,22,W,Chiara Ferragni,Summer,Holiday,Positive,Positive,Positive,Young
P0Z5,84.1,Alexander McQueen,Accessories,Worst,3,281,Formal,"S, M, L",M,Green,Average,52,Elle,Negin Mirsalehi,Spring/Summer,Holiday,Positive,Mixed,Mixed,Senior
Q7Q6,36.6,Ted Baker,Accessories,Very Bad,1,417,Preppy,"S, L, XL",XL,Black,Low,20,Grazia,Olivia Palermo,Fall/Winter,Evening,Mixed,Positive,Mixed,Young
O0X0,53.8,Calvin Klein,Bottoms,Very Good,3,305,Casual,"M, L, XL",S,Green,Very Low,36,W,Julie Sariñana,Summer,Nighttime,Mixed,Mixed,Positive,Middle-aged
P9Q8,75.3,Mulberry,Bottoms,Good,4,352,Vintage,"S, M, L",XL,Blue,Very High,47,Glamour,Camila Coelho,Spring/Summer,Nighttime,Negative,Mixed,Negative,Middle-aged
F6P8,99.3,Ralph Lauren,Activewear,Not Good,3,311,Vintage,"S, M, L",S,Green,Average,38,Vogue,Kendall Jenner,Fall/Winter,Daytime,Mixed,Mixed,Neutral,Middle-aged
Z0O2,29.7,Alexander McQueen,Tops,Best,2,443,Formal,"M, L, XL",S,Black,Medium,42,Marie Claire,Gigi Hadid,Fall,Weekend,Positive,Mixed,Negative,Middle-aged
W3N4,41.7,Jigsaw,Dresses,Very Good,3,38,Minimalist,"S, M, L",L,Red,Average,56,Marie Claire,Aimee Song,Fall,Nighttime,Neutral,Other,Neutral,Senior
D8O6,25.6,Ted Baker,Swimwear,Very Good,2,130,Casual,"S, L, XL",XL,Green,High,18,InStyle,Song of Style,Fall,Holiday,Positive,Mixed,Mixed,Young
R7U2,81.5,Calvin Klein,Accessories,Very Bad,4,47,Streetwear,"M, L, XL",L,Blue,Negligible,63,Harper's Bazaar,Aimee Song,Winter,Evening,Neutral,Positive,Neutral,Senior
A8M3,24.7,Burberry,Outerwear,Good,4,331,Casual,"S, L, XL",S,Blue,High,42,Fashionista,Leandra Medine,Spring,Evening,Unknown,Unknown,Positive,Middle-aged
P6K2,24.2,Burberry,Bottoms,Very Good,3,391,Streetwear,"S, L, XL",XL,Black,Average,57,Vogue,Negin Mirsalehi,Winter,Holiday,Neutral,Unknown,Unknown,Senior
V5Y2,12.3,Tommy Hilfiger,Tops,Good,1,411,Vintage,"S, L, XL",L,Blue,Below Average,27,InStyle,Kendall Jenner,Fall/Winter,Holiday,Mixed,Negative,Neutral,Young
K9A2,4.2,Alexander McQueen,Dresses,Very Bad,1,432,Edgy,"S, M, L",L,Green,Negligible,24,Harper's Bazaar,Kendall Jenner,Spring,Nighttime,Positive,Unknown,Positive,Young
G0M9,49.9,Mulberry,Dresses,Best,4,311,Formal,"S, M, L",L,Blue,Average,26,Glamour,Camila Coelho,Spring/Summer,Evening,Neutral,Negative,Mixed,Young
S1Q8,68.7,Ted Baker,Accessories,Worst,1,142,Bohemian,"S, M, L",L,Blue,Above Average,36,W,Julie Sariñana,Fall/Winter,Nighttime,Unknown,Negative,Positive,Middle-aged
E4A1,69.1,Jigsaw,Dresses,Worst,2,19,Vintage,"S, M, L",S,Green,High,26,InStyle,Julie Sariñana,Spring/Summer,Holiday,Negative,Positive,Negative,Young
R3T4,66.9,Tommy Hilfiger,Swimwear,Very Good,5,370,Minimalist,"S, M, L",S,Red,Negligible,34,Vogue,Julie Sariñana,Winter,Daytime,Unknown,Other,Neutral,Middle-aged
K2D3,98.0,Jigsaw,Lingerie,Very Bad,3,60,Casual,"M, L, XL",XL,Red,Average,30,Elle,Kendall Jenner,Fall/Winter,Nighttime,Negative,Unknown,Other,Middle-aged
Y0B1,53.5,Alexander McQueen,Activewear,Very Good,5,488,Bohemian,"M, L, XL",S,Red,Very Low,61,Glamour,Kendall Jenner,Spring,Weekend,Neutral,Neutral,Neutral,Senior
O3Y0,50.3,Ralph Lauren,Outerwear,Worst,1,151,Casual,"M, L, XL",L,Black,Significant,40,Marie Claire,Aimee Song,Spring/Summer,Holiday,Unknown,Unknown,Positive,Middle-aged
J2L5,76.1,Ralph Lauren,Tops,Very Bad,4,406,Vintage,"M, L, XL",L,Red,Low,52,Grazia,Negin Mirsalehi,Winter,Holiday,Mixed,Other,Unknown,Senior
I6C0,44.9,Burberry,Activewear,Very Good,1,118,Sporty,"S, L, XL",S,Red,Negligible,41,Fashionista,Olivia Palermo,Fall,Holiday,Positive,Unknown,Other,Middle-aged
Q9Q1,13.6,Ralph Lauren,Swimwear,Very Bad,4,382,Formal,"S, L, XL",M,Blue,Very High,56,Vogue,Gigi Hadid,Spring,Daytime,Neutral,Positive,Neutral,Senior
A1K2,67.4,Jigsaw,Dresses,Very Good,2,420,Glamorous,"S, M, L",M,Green,High,59,Cosmopolitan,Olivia Palermo,Fall/Winter,Nighttime,Negative,Neutral,Neutral,Senior
R4F9,6.4,Alexander McQueen,Dresses,Best,1,435,Preppy,"S, L, XL",XL,Green,Low,48,Marie Claire,Camila Coelho,Spring,Nighttime,Positive,Unknown,Negative,Middle-aged
U8P0,28.2,Calvin Klein,Outerwear,Worst,3,378,Preppy,"S, L, XL",M,Green,Low,46,Vogue,Leandra Medine,Fall/Winter,Daytime,Positive,Neutral,Other,Middle-aged
B2A7,25.4,Calvin Klein,Jewelry,Very Bad,2,458,Vintage,"S, M, L",S,Green,High,58,W,Negin Mirsalehi,Fall/Winter,Nighttime,Mixed,Positive,Negative,Senior
P2N6,10.3,Mulberry,Jewelry,Good,4,403,Casual,"S, M, L",XL,Red,Negligible,32,Grazia,Song of Style,Summer,Holiday,Positive,Unknown,Neutral,Middle-aged
A5W1,43.8,Tommy Hilfiger,Swimwear,Very Good,4,278,Vintage,"M, L, XL",XL,Green,Very High,50,InStyle,Aimee Song,Fall,Weekend,Negative,Unknown,Mixed,Senior
E3K6,50.3,Burberry,Bottoms,Best,1,246,Preppy,"M, L, XL",S,Red,Low,59,Vogue,Leandra Medine,Summer,Nighttime,Neutral,Negative,Neutral,Senior
S0H4,44.7,Tommy Hilfiger,Footwear,Very Bad,3,154,Glamorous,"M, L, XL",XL,Green,Medium,34,Vogue,Olivia Palermo,Spring,Weekend,Neutral,Negative,Neutral,Middle-aged
W4K4,89.5,Tommy Hilfiger,Bottoms,Bad,2,4,Streetwear,"S, M, L",S,Red,Very High,34,Glamour,Camila Coelho,Fall,Evening,Positive,Mixed,Other,Middle-aged
N5W8,63.6,Calvin Klein,Swimwear,Bad,1,4,Vintage,"S, L, XL",XL,Black,Medium,41,Glamour,Camila Coelho,Fall/Winter,Weekend,Mixed,Unknown,Neutral,Middle-aged
N9S4,2.3,Calvin Klein,Swimwear,Worst,3,120,Edgy,"S, M, L",L,Blue,High,49,W,Negin Mirsalehi,Winter,Daytime,Neutral,Unknown,Unknown,Middle-aged
K0J7,71.3,Tommy Hilfiger,Tops,Not Good,4,25,Formal,"S, M, L",XL,Blue,Very High,32,W,Julie Sariñana,Winter,Holiday,Neutral,Negative,Negative,Middle-aged
C7B7,93.5,Alexander McQueen,Accessories,Worst,2,486,Vintage,"M, L, XL",L,Red,Medium,41,Fashionista,Gigi Hadid,Spring,Daytime,Positive,Negative,Mixed,Middle-aged
G6C4,14.0,Mulberry,Bottoms,Not Good,3,146,Minimalist,"S, L, XL",XL,Blue,Medium,51,Marie Claire,Aimee Song,Spring,Holiday,Positive,Mixed,Negative,Senior
C9X2,21.4,Ralph Lauren,Accessories,Very Good,5,302,Bohemian,"S, L, XL",L,Blue,Average,42,W,Kendall Jenner,Spring/Summer,Nighttime,Negative,Mixed,Neutral,Middle-aged
G2G7,99.0,Ted Baker,Dresses,Worst,2,283,Glamorous,"S, M, L",XL,Red,Medium,31,Elle,Aimee Song,Fall,Weekend,Negative,Mixed,Other,Middle-aged
V7X0,83.0,Tommy Hilfiger,Activewear,Best,1,0,Preppy,"S, L, XL",L,Red,Significant,56,Vogue,Gigi Hadid,Summer,Daytime,Mixed,Other,Other,Senior
X1H3,52.2,Tommy Hilfiger,Outerwear,Very Good,3,236,Sporty,"S, L, XL",M,Green,Average,36,Fashionista,Chiara Ferragni,Spring,Evening,Negative,Neutral,Neutral,Middle-aged
U8P3,48.0,Alexander McQueen,Swimwear,Very Bad,2,202,Vintage,"M, L, XL",XL,Green,Very High,52,Elle,Gigi Hadid,Spring/Summer,Weekend,Mixed,Positive,Unknown,Senior
C0H2,51.9,Tommy Hilfiger,Footwear,Bad,2,280,Preppy,"S, L, XL",L,Green,High,32,Glamour,Gigi Hadid,Summer,Holiday,Positive,Neutral,Negative,Middle-aged
V6Q0,15.0,Burberry,Activewear,Not Good,3,381,Edgy,"S, M, L",XL,Blue,Very High,49,Elle,Negin Mirsalehi,Fall,Daytime,Unknown,Other,Mixed,Middle-aged
F4T2,6.4,Calvin Klein,Dresses,Good,2,487,Glamorous,"S, L, XL",L,Blue,Very Low,40,Harper's Bazaar,Leandra Medine,Fall,Holiday,Neutral,Negative,Positive,Middle-aged
Z6B0,69.0,Tommy Hilfiger,Tops,Bad,4,51,Streetwear,"M, L, XL",L,Green,Above Average,39,W,Chiara Ferragni,Spring,Evening,Positive,Positive,Positive,Middle-aged
V3L1,95.1,Mulberry,Swimwear,Worst,1,377,Formal,"S, L, XL",S,Red,Below Average,39,W,Negin Mirsalehi,Fall,Holiday,Neutral,Other,Neutral,Middle-aged
Y1G0,92.4,Ted Baker,Tops,Very Good,1,445,Casual,"M, L, XL",XL,Red,Medium,22,Glamour,Negin Mirsalehi,Fall,Evening,Negative,Unknown,Negative,Young
Z7F1,46.6,Ted Baker,Tops,Very Bad,5,26,Streetwear,"S, L, XL",L,Blue,Below Average,37,Fashionista,Song of Style,Spring,Evening,Neutral,Unknown,Positive,Middle-aged
S2Q5,86.3,Ted Baker,Accessories,Very Bad,4,335,Sporty,"S, L, XL",M,Blue,Medium,43,W,Chiara Ferragni,Summer,Evening,Neutral,Neutral,Neutral,Middle-aged
W9F9,9.2,Ralph Lauren,Jewelry,Best,2,291,Streetwear,"S, L, XL",L,Blue,Average,45,Harper's Bazaar,Negin Mirsalehi,Winter,Nighttime,Unknown,Neutral,Unknown,Middle-aged
A0O9,40.2,Ted Baker,Dresses,Very Bad,5,262,Bohemian,"S, M, L",S,Black,Significant,48,W,Julie Sariñana,Spring/Summer,Weekend,Positive,Neutral,Neutral,Middle-aged
I9L4,89.5,Jigsaw,Lingerie,Good,4,66,Bohemian,"M, L, XL",L,Green,High,23,Cosmopolitan,Aimee Song,Fall,Daytime,Positive,Other,Mixed,Young
S4X6,29.4,Ted Baker,Footwear,Worst,4,372,Streetwear,"S, L, XL",L,Blue,Very Low,34,Fashionista,Leandra Medine,Spring,Daytime,Unknown,Neutral,Unknown,Middle-aged
Y2Z0,50.6,Jigsaw,Outerwear,Good,4,328,Glamorous,"S, L, XL",S,Blue,High,44,Cosmopolitan,Kendall Jenner,Fall,Holiday,Negative,Neutral,Positive,Middle-aged
T9R9,69.1,Tommy Hilfiger,Swimwear,Worst,3,367,Minimalist,"S, L, XL",M,Black,Average,45,Glamour,Julie Sariñana,Fall,Nighttime,Unknown,Positive,Other,Middle-aged
R8O9,39.2,Alexander McQueen,Swimwear,Good,2,438,Minimalist,"S, M, L",L,Red,Below Average,42,Cosmopolitan,Chiara Ferragni,Spring,Nighttime,Negative,Other,Mixed,Middle-aged
L6L1,22.0,Ralph Lauren,Footwear,Not Good,2,137,Formal,"S, M, L",S,Green,Very Low,28,Cosmopolitan,Aimee Song,Summer,Nighttime,Positive,Unknown,Neutral,Young
P4Y7,71.0,Burberry,Swimwear,Bad,3,326,Minimalist,"S, L, XL",M,Blue,Below Average,22,Glamour,Aimee Song,Winter,Nighttime,Positive,Other,Unknown,Young
L3Q8,24.7,Burberry,Tops,Not Good,5,333,Bohemian,"S, L, XL",XL,Black,High,22,W,Aimee Song,Fall/Winter,Holiday,Unknown,Positive,Other,Young
Z2Q5,27.2,Mulberry,Bottoms,Worst,2,432,Edgy,"S, L, XL",XL,Black,Low,64,Vogue,Olivia Palermo,Summer,Holiday,Positive,Negative,Unknown,Senior
K7M1,81.9,Alexander McQueen,Accessories,Very Bad,5,147,Formal,"S, M, L",L,Black,Low,21,Glamour,Kendall Jenner,Spring,Weekend,Unknown,Positive,Neutral,Young
A5E4,18.6,Jigsaw,Activewear,Very Bad,1,58,Edgy,"S, M, L",XL,Blue,High,41,Marie Claire,Chiara Ferragni,Winter,Holiday,Unknown,Other,Unknown,Middle-aged
B3M9,94.1,Jigsaw,Outerwear,Not Good,2,370,Casual,"S, L, XL",L,Red,Medium,43,InStyle,Leandra Medine,Spring,Daytime,Unknown,Mixed,Other,Middle-aged
N2V6,80.7,Mulberry,Bottoms,Very Good,2,3,Casual,"S, M, L",S,Black,Negligible,47,Marie Claire,Kendall Jenner,Spring,Daytime,Unknown,Negative,Neutral,Middle-aged
Q9J7,37.2,Mulberry,Dresses,Worst,3,245,Preppy,"S, M, L",L,Red,High,53,Glamour,Song of Style,Fall,Weekend,Mixed,Positive,Neutral,Senior
N4M3,81.7,Alexander McQueen,Jewelry,Not Good,4,69,Edgy,"M, L, XL",S,Green,Medium,24,W,Kendall Jenner,Fall/Winter,Holiday,Neutral,Negative,Negative,Young
T9V8,71.0,Jigsaw,Accessories,Bad,4,448,Glamorous,"S, L, XL",S,Red,Significant,62,Grazia,Julie Sariñana,Fall,Weekend,Neutral,Other,Positive,Senior
G9Y3,62.9,Ralph Lauren,Footwear,Good,3,108,Edgy,"S, L, XL",L,Red,Above Average,55,Vogue,Camila Coelho,Spring,Holiday,Neutral,Neutral,Unknown,Senior
F3Z9,96.8,Burberry,Outerwear,Bad,2,235,Formal,"M, L, XL",XL,Green,Very High,30,Marie Claire,Kendall Jenner,Spring,Weekend,Unknown,Negative,Other,Middle-aged
O0T6,18.6,Burberry,Accessories,Good,4,36,Streetwear,"M, L, XL",S,Red,Very High,34,W,Song of Style,Spring/Summer,Nighttime,Positive,Positive,Negative,Middle-aged
L6T8,47.5,Calvin Klein,Activewear,Good,5,414,Formal,"S, M, L",S,Black,Low,52,InStyle,Chiara Ferragni,Fall,Nighttime,Unknown,Negative,Mixed,Senior
L1C0,3.4,Tommy Hilfiger,Activewear,Good,4,203,Formal,"S, L, XL",XL,Red,Low,57,Elle,Chiara Ferragni,Winter,Nighttime,Negative,Positive,Positive,Senior
X5Y9,90.1,Ralph Lauren,Dresses,Good,3,138,Minimalist,"S, M, L",L,Black,Below Average,25,Elle,Camila Coelho,Summer,Daytime,Unknown,Unknown,Mixed,Young
J6O2,57.9,Tommy Hilfiger,Lingerie,Good,2,288,Minimalist,"S, L, XL",L,Black,Average,45,InStyle,Julie Sariñana,Fall,Weekend,Unknown,Neutral,Unknown,Middle-aged
M9R1,32.8,Ralph Lauren,Dresses,Very Good,3,48,Edgy,"S, L, XL",M,Green,Above Average,52,Marie Claire,Gigi Hadid,Summer,Evening,Unknown,Mixed,Other,Senior
T5M6,55.1,Alexander McQueen,Lingerie,Best,1,345,Glamorous,"M, L, XL",XL,Black,Above Average,58,Elle,Leandra Medine,Spring,Nighttime,Negative,Other,Mixed,Senior
T2L6,88.7,Alexander McQueen,Footwear,Not Good,5,91,Minimalist,"M, L, XL",XL,Black,Average,41,Glamour,Julie Sariñana,Summer,Holiday,Mixed,Positive,Positive,Middle-aged
Z1I4,50.0,Ted Baker,Outerwear,Worst,4,338,Vintage,"M, L, XL",XL,Blue,Low,62,Fashionista,Camila Coelho,Fall,Holiday,Neutral,Other,Positive,Senior
W1Y0,42.2,Ted Baker,Dresses,Bad,3,360,Bohemian,"M, L, XL",M,Red,Above Average,38,Fashionista,Negin Mirsalehi,Winter,Weekend,Neutral,Positive,Unknown,Middle-aged
Y2D0,95.3,Mulberry,Dresses,Very Bad,1,293,Edgy,"S, L, XL",L,Blue,Medium,42,W,Song of Style,Spring,Daytime,Positive,Negative,Neutral,Middle-aged
N4O9,96.2,Alexander McQueen,Outerwear,Bad,2,70,Casual,"S, M, L",S,Blue,Average,55,Vogue,Gigi Hadid,Spring/Summer,Weekend,Neutral,Unknown,Unknown,Senior
N9G3,73.6,Ted Baker,Jewelry,Very Bad,4,216,Casual,"S, L, XL",L,Black,Average,27,Vogue,Song of Style,Spring,Weekend,Unknown,Neutral,Mixed,Young
X8B3,98.5,Ted Baker,Swimwear,Best,4,240,Sporty,"M, L, XL",XL,Red,Very Low,57,InStyle,Leandra Medine,Winter,Evening,Negative,Negative,Mixed,Senior
W8F5,3.9,Jigsaw,Jewelry,Worst,2,479,Edgy,"S, M, L",L,Blue,Below Average,41,Glamour,Camila Coelho,Fall/Winter,Daytime,Unknown,Negative,Positive,Middle-aged
B9K0,42.2,Ralph Lauren,Dresses,Bad,2,78,Sporty,"M, L, XL",L,Green,Medium,48,Elle,Song of Style,Fall/Winter,Holiday,Mixed,Positive,Other,Middle-aged
U9Z0,37.6,Ralph Lauren,Activewear,Not Good,2,381,Sporty,"S, L, XL",XL,Green,Average,35,Cosmopolitan,Camila Coelho,Winter,Holiday,Positive,Neutral,Unknown,Middle-aged
X0X5,49.2,Ralph Lauren,Footwear,Very Bad,5,105,Minimalist,"S, L, XL",XL,Blue,Low,46,Elle,Julie Sariñana,Summer,Holiday,Negative,Negative,Negative,Middle-aged
I3H7,58.0,Calvin Klein,Footwear,Good,4,401,Edgy,"S, M, L",L,Green,Above Average,51,Cosmopolitan,Camila Coelho,Spring/Summer,Holiday,Positive,Neutral,Mixed,Senior
V9Y4,99.2,Ralph Lauren,Swimwear,Very Bad,5,427,Sporty,"S, M, L",L,Green,Medium,18,W,Aimee Song,Fall,Weekend,Mixed,Positive,Neutral,Young
L6I3,66.3,Mulberry,Footwear,Best,4,212,Casual,"S, M, L",M,Black,Very Low,60,Harper's Bazaar,Julie Sariñana,Winter,Holiday,Positive,Negative,Mixed,Senior
G3N5,61.5,Calvin Klein,Lingerie,Very Bad,5,235,Streetwear,"M, L, XL",XL,Red,Above Average,60,Vogue,Leandra Medine,Spring,Nighttime,Negative,Mixed,Negative,Senior
D3Q0,29.7,Burberry,Jewelry,Bad,2,14,Sporty,"S, L, XL",S,Red,Very Low,47,W,Kendall Jenner,Fall,Weekend,Positive,Positive,Negative,Middle-aged
P7I0,83.1,Mulberry,Footwear,Good,4,166,Preppy,"S, M, L",L,Black,Low,60,Vogue,Song of Style,Fall/Winter,Nighttime,Unknown,Unknown,Mixed,Senior
E9I6,34.0,Alexander McQueen,Swimwear,Not Good,3,155,Glamorous,"S, L, XL",M,Red,Above Average,27,Marie Claire,Olivia Palermo,Spring/Summer,Daytime,Neutral,Unknown,Negative,Young
I0F9,60.8,Burberry,Footwear,Best,1,280,Vintage,"M, L, XL",L,Red,Very Low,64,Harper's Bazaar,Olivia Palermo,Spring/Summer,Nighttime,Unknown,Other,Unknown,Senior
G5L4,4.6,Ralph Lauren,Footwear,Good,5,413,Glamorous,"S, M, L",XL,Red,High,28,Elle,Kendall Jenner,Fall/Winter,Evening,Mixed,Mixed,Mixed,Young
Y4F0,21.0,Ralph Lauren,Dresses,Not Good,2,117,Minimalist,"S, L, XL",S,Green,High,52,Vogue,Song of Style,Spring,Weekend,Negative,Unknown,Negative,Senior
O4L3,47.2,Ted Baker,Swimwear,Very Good,2,147,Streetwear,"S, L, XL",S,Blue,High,55,Elle,Julie Sariñana,Fall/Winter,Weekend,Positive,Negative,Other,Senior
V6Q9,58.4,Ralph Lauren,Jewelry,Good,1,252,Glamorous,"S, M, L",XL,Black,Average,23,Elle,Kendall Jenner,Summer,Weekend,Negative,Neutral,Neutral,Young
K7L4,5.5,Calvin Klein,Footwear,Worst,3,277,Casual,"S, L, XL",M,Blue,Very High,29,Marie Claire,Camila Coelho,Fall,Daytime,Positive,Mixed,Other,Young
T8O5,66.9,Alexander McQueen,Activewear,Very Bad,3,363,Edgy,"S, L, XL",M,Black,Very High,36,Vogue,Aimee Song,Fall,Weekend,Neutral,Negative,Unknown,Middle-aged
V6G8,37.8,Jigsaw,Bottoms,Good,4,97,Bohemian,"M, L, XL",XL,Black,Low,59,InStyle,Kendall Jenner,Fall/Winter,Weekend,Positive,Unknown,Other,Senior
D1Z5,71.9,Calvin Klein,Dresses,Very Bad,4,180,Minimalist,"S, L, XL",XL,Red,Below Average,42,Glamour,Aimee Song,Spring,Holiday,Neutral,Neutral,Other,Middle-aged
H7O0,17.8,Tommy Hilfiger,Swimwear,Worst,2,64,Bohemian,"S, L, XL",L,Black,High,21,Marie Claire,Kendall Jenner,Spring/Summer,Nighttime,Neutral,Mixed,Unknown,Young
C9T8,12.7,Mulberry,Accessories,Not Good,5,20,Edgy,"S, L, XL",S,Green,Below Average,24,InStyle,Negin Mirsalehi,Spring/Summer,Weekend,Positive,Other,Neutral,Young
K0R2,5.0,Ted Baker,Tops,Best,2,268,Vintage,"M, L, XL",L,Red,Negligible,42,Grazia,Camila Coelho,Winter,Nighttime,Neutral,Unknown,Unknown,Middle-aged
T0X0,66.5,Jigsaw,Lingerie,Best,4,379,Formal,"S, L, XL",XL,Red,Negligible,63,Marie Claire,Song of Style,Spring/Summer,Daytime,Neutral,Positive,Other,Senior
E5O8,75.8,Alexander McQueen,Jewelry,Very Bad,1,174,Casual,"M, L, XL",XL,Blue,Below Average,57,Grazia,Kendall Jenner,Spring,Evening,Negative,Positive,Mixed,Senior
Y9E2,40.9,Alexander McQueen,Swimwear,Very Good,2,485,Sporty,"S, M, L",L,Green,Below Average,21,Elle,Song of Style,Fall/Winter,Nighttime,Negative,Positive,Other,Young
J3F3,41.5,Mulberry,Dresses,Very Bad,2,368,Streetwear,"S, M, L",L,Green,Below Average,30,Fashionista,Kendall Jenner,Fall/Winter,Holiday,Negative,Unknown,Mixed,Middle-aged
I2M3,91.5,Ted Baker,Outerwear,Very Good,3,495,Formal,"M, L, XL",S,Red,Very High,63,Glamour,Julie Sariñana,Fall,Evening,Negative,Neutral,Mixed,Senior
W8I3,94.9,Ted Baker,Lingerie,Bad,4,257,Vintage,"S, M, L",XL,Black,High,57,Vogue,Song of Style,Fall,Holiday,Negative,Other,Negative,Senior
U4P1,46.1,Tommy Hilfiger,Accessories,Good,4,227,Minimalist,"M, L, XL",L,Black,Very High,31,Elle,Olivia Palermo,Spring/Summer,Evening,Unknown,Positive,Positive,Middle-aged
S0B8,90.4,Ralph Lauren,Dresses,Very Good,2,455,Preppy,"S, M, L",L,Green,Negligible,24,Cosmopolitan,Kendall Jenner,Winter,Daytime,Negative,Negative,Mixed,Young
O9P8,10.1,Burberry,Swimwear,Very Good,5,319,Minimalist,"S, L, XL",L,Black,Below Average,57,Grazia,Gigi Hadid,Spring/Summer,Evening,Unknown,Neutral,Mixed,Senior
T4Y8,53.5,Jigsaw,Bottoms,Very Bad,5,111,Preppy,"S, M, L",XL,Red,Average,30,Fashionista,Aimee Song,Spring,Weekend,Unknown,Unknown,Negative,Middle-aged
A1V0,14.6,Burberry,Jewelry,Very Bad,5,173,Casual,"M, L, XL",L,Green,Average,64,Fashionista,Kendall Jenner,Winter,Holiday,Neutral,Positive,Positive,Senior
Q4W4,43.5,Calvin Klein,Swimwear,Good,5,137,Formal,"S, M, L",M,Black,Very High,40,W,Kendall Jenner,Fall/Winter,Daytime,Negative,Unknown,Positive,Middle-aged
D8T7,35.1,Ralph Lauren,Footwear,Not Good,1,498,Casual,"S, M, L",M,Blue,Low,61,Cosmopolitan,Leandra Medine,Spring/Summer,Weekend,Neutral,Unknown,Mixed,Senior
U8O4,26.7,Calvin Klein,Dresses,Worst,5,427,Bohemian,"S, L, XL",L,Blue,Significant,48,W,Gigi Hadid,Summer,Holiday,Mixed,Positive,Positive,Middle-aged
L7J5,62.6,Calvin Klein,Tops,Very Good,4,97,Minimalist,"S, M, L",XL,Green,Low,47,InStyle,Negin Mirsalehi,Fall,Nighttime,Neutral,Neutral,Positive,Middle-aged
Q3N8,20.2,Burberry,Tops,Best,2,384,Casual,"S, L, XL",XL,Red,Above Average,34,InStyle,Julie Sariñana,Fall/Winter,Nighttime,Neutral,Mixed,Other,Middle-aged
U5W9,72.1,Burberry,Swimwear,Worst,2,178,Preppy,"S, L, XL",M,Blue,Above Average,41,InStyle,Olivia Palermo,Spring/Summer,Holiday,Neutral,Neutral,Positive,Middle-aged
E4J7,74.0,Tommy Hilfiger,Accessories,Very Bad,2,382,Minimalist,"S, M, L",L,Black,Negligible,45,W,Song of Style,Summer,Nighttime,Mixed,Other,Negative,Middle-aged
C7E9,70.8,Ralph Lauren,Outerwear,Bad,2,394,Preppy,"M, L, XL",XL,Blue,High,37,Glamour,Camila Coelho,Fall/Winter,Holiday,Mixed,Positive,Positive,Middle-aged
P9K6,19.3,Jigsaw,Activewear,Not Good,5,118,Streetwear,"S, M, L",XL,Blue,Very Low,60,Harper's Bazaar,Aimee Song,Spring,Evening,Mixed,Neutral,Neutral,Senior
W8R4,12.8,Alexander McQueen,Footwear,Best,4,244,Preppy,"S, L, XL",XL,Green,Above Average,57,Vogue,Olivia Palermo,Spring/Summer,Weekend,Unknown,Mixed,Mixed,Senior
L7W7,97.2,Mulberry,Lingerie,Very Bad,2,104,Casual,"S, L, XL",M,Red,Negligible,30,Vogue,Olivia Palermo,Summer,Daytime,Neutral,Other,Neutral,Middle-aged
O0D4,97.2,Ted Baker,Swimwear,Very Good,1,495,Preppy,"S, L, XL",M,Black,Negligible,30,Fashionista,Negin Mirsalehi,Spring/Summer,Evening,Mixed,Mixed,Negative,Middle-aged
I2D5,32.2,Alexander McQueen,Accessories,Worst,3,377,Preppy,"M, L, XL",L,Green,Above Average,50,Vogue,Aimee Song,Winter,Evening,Mixed,Negative,Other,Senior
N4D3,53.1,Ralph Lauren,Outerwear,Bad,4,459,Edgy,"S, M, L",M,Black,Very High,21,Marie Claire,Aimee Song,Fall/Winter,Nighttime,Unknown,Unknown,Negative,Young
O7S0,64.9,Alexander McQueen,Jewelry,Worst,2,320,Edgy,"S, L, XL",S,Red,Very Low,34,Fashionista,Negin Mirsalehi,Winter,Nighttime,Positive,Negative,Mixed,Middle-aged
U3I6,58.5,Mulberry,Jewelry,Very Bad,5,14,Minimalist,"S, L, XL",S,Red,Medium,20,Marie Claire,Negin Mirsalehi,Winter,Nighttime,Positive,Unknown,Negative,Young
Y2T4,95.2,Mulberry,Activewear,Good,4,112,Glamorous,"M, L, XL",L,Blue,Negligible,27,Cosmopolitan,Aimee Song,Fall/Winter,Weekend,Mixed,Other,Other,Young
F9S7,32.3,Ted Baker,Dresses,Very Good,4,423,Casual,"M, L, XL",L,Black,Below Average,30,Fashionista,Kendall Jenner,Fall/Winter,Nighttime,Neutral,Neutral,Negative,Middle-aged
R8L2,62.6,Alexander McQueen,Accessories,Bad,4,206,Preppy,"S, M, L",XL,Blue,Significant,50,Elle,Song of Style,Summer,Daytime,Neutral,Neutral,Unknown,Senior
P3B3,75.6,Tommy Hilfiger,Tops,Good,1,205,Vintage,"S, M, L",S,Red,Average,33,Harper's Bazaar,Julie Sariñana,Spring,Nighttime,Mixed,Positive,Mixed,Middle-aged
E3T2,54.2,Ralph Lauren,Footwear,Best,2,84,Sporty,"M, L, XL",XL,Blue,Below Average,43,Cosmopolitan,Aimee Song,Fall,Weekend,Unknown,Mixed,Neutral,Middle-aged
